CODE_COMMUNE;NOM_COMMUNE;NUMERO_INSTALLATION;NOM_INSTALLATION;ID_EQUIPEMENTS;NOM_EQUIPEMENTS;AUCUN_ACCES_HANDICAPE_M;AUCUN_ACCES_HANDICAPE_S;GPS_X;GPS_Y
44182;Saint-Michel-Chef-Chef;441820013;Salle Malestroit;270099;Salle des Renardières;Non;Oui;-2.14789000;47.18125000
44182;Saint-Michel-Chef-Chef;441820014;Karting de la Princetiere;274722;Karting de la Princetière;Non;Oui;-2.14783000;47.16907000
44182;Saint-Michel-Chef-Chef;441820016;Site de Plongee Epave Chasseur N°107;279297;Epave Chasseur N° 107;Oui;Oui;-2.22420000;47.06930000
44182;Saint-Michel-Chef-Chef;441820019;Ecuries Georges Sugueron;283215;Carrière;Oui;Oui;-2.12145000;47.18824000
44182;Saint-Michel-Chef-Chef;441820005;Complexe Sportif de Comberge;292257;Mur de Tennis;Oui;Oui;-2.15560000;47.17844000
44182;Saint-Michel-Chef-Chef;441820004;Complexe de la Viauderie;292258;Aire de Pétanque 2;Oui;Oui;-2.15459000;47.18530000
44182;Saint-Michel-Chef-Chef;441820004;Complexe de la Viauderie;292259;Aire de Pétanque3;Oui;Oui;-2.15459000;47.18530000
44182;Saint-Michel-Chef-Chef;441820004;Complexe de la Viauderie;292260;Salle de Sports Méditerrannée;Non;Oui;-2.15189000;47.18429000
44182;Saint-Michel-Chef-Chef;441820015;Le Bois Roy;292261;Parcours de Santé;Oui;Oui;-2.15935000;47.17967000
44182;Saint-Michel-Chef-Chef;441820020;Square de Jade;292262;Boulodrome;Non;Oui;-2.16291000;47.16545000
44182;Saint-Michel-Chef-Chef;441820008;Tharon Plage;306363;Site de Char à Voile;Non;Oui;-2.16693060;47.16880182
44182;Saint-Michel-Chef-Chef;441820015;Le Bois Roy;352953;Parcours d'Orientation;Oui;Oui;-2.15935000;47.17967000
44182;Saint-Michel-Chef-Chef;441820004;Complexe de la Viauderie;352954;Dojo CaraÃ¯be;Non;Non;-2.15177000;47.18419200
44182;Saint-Michel-Chef-Chef;441820004;Complexe de la Viauderie;352955;Salle de Danse CaraÃ¯be;Non;Non;-2.15177000;47.18419200
44183;Saint-Molf;441830001;Stade des Sports;66571;Terrain de Football du Pont-Clin;Oui;Oui;-2.42730000;47.38127000
44183;Saint-Molf;441830002;Complexe Sportif Roche Blanche;72535;Salle de Sports de la Roche Blanche;Non;Oui;-2.42576000;47.39453000
44183;Saint-Molf;441830002;Complexe Sportif Roche Blanche;72536;Terrain de Football d'Honneur des Belles Filles;Non;Oui;-2.42453000;47.39576000
44183;Saint-Molf;441830003;Centre Equestre la Champagne;130970;Grande Carrière;Oui;Oui;-2.39242000;47.37911000
44183;Saint-Molf;441830003;Centre Equestre la Champagne;130978;Grand Manège;Oui;Oui;-2.39353000;47.37932000
44183;Saint-Molf;441830003;Centre Equestre la Champagne;130993;Petit Manège;Oui;Oui;-2.39296000;47.37869000
44183;Saint-Molf;441830003;Centre Equestre la Champagne;131001;Petite Carrière;Oui;Oui;-2.39296000;47.37970000
44183;Saint-Molf;441830004;Lycee Professionnel Prive Kerguenec;131375;Piste de Course;Non;Oui;-2.41876000;47.36429000
44183;Saint-Molf;441830004;Lycee Professionnel Prive Kerguenec;131382;Aire de Saut;Non;Oui;-2.41909000;47.36515000
44183;Saint-Molf;441830004;Lycee Professionnel Prive Kerguenec;131390;Terrain de Basket;Non;Oui;-2.41898000;47.36507000
44183;Saint-Molf;441830005;Xsl Painball;166807;Terrains Jungle;Oui;Oui;-2.39133000;47.37900000
44183;Saint-Molf;441830005;Xsl Painball;166826;Terrain Suburbain;Oui;Oui;-2.39131000;47.37906000
44183;Saint-Molf;441830007;Circuits et Sentiers;188540;Circuit la Duchesse;Oui;Oui;-2.42551000;47.39143000
44183;Saint-Molf;441830001;Stade des Sports;266049;Terrain de Tennis du Pont-Clin;Oui;Oui;-2.42652000;47.38133000
44183;Saint-Molf;441830002;Complexe Sportif Roche Blanche;266055;Mur d'Escalade;Oui;Oui;-2.42572000;47.39449000
44183;Saint-Molf;441830002;Complexe Sportif Roche Blanche;266059;Terrain d'Evolution;Oui;Oui;-2.42361000;47.39493000
44183;Saint-Molf;441830006;Parc Aventure Monkey Forest;268166;Monkey Forest;Oui;Oui;-2.37334000;47.39105000
44183;Saint-Molf;441830002;Complexe Sportif Roche Blanche;312276;Skate Park;Oui;Oui;-2.42349000;47.39503000
44183;Saint-Molf;441830005;Xsl Painball;312281;Terrain Pro;Oui;Oui;-2.39135000;47.37950000
44183;Saint-Molf;441830003;Centre Equestre la Champagne;312283;Carrière 3;Oui;Oui;-2.39241000;47.37909000
44183;Saint-Molf;441830006;Parc Aventure Monkey Forest;312284;Saut à l'Elastique;Oui;Oui;-2.37320000;47.39090000
44184;Saint-Nazaire;441840008;Stade Leo Lagrange;66146;Terrain de Football Stabilisé;Oui;Oui;-2.22909000;47.27285000
44184;Saint-Nazaire;441840008;Stade Leo Lagrange;66148;Terrain de Football Synthétique;Non;Oui;-2.23003000;47.27322000
44184;Saint-Nazaire;441840008;Stade Leo Lagrange;66154;Stade d'Athlétisme;Non;Oui;-2.23089000;47.27158000
44184;Saint-Nazaire;441840003;Complexe Sportif Pierre de Coubertin;66365;Salle de Sports B;Non;Oui;-2.23419000;47.27067000
44184;Saint-Nazaire;441840003;Complexe Sportif Pierre de Coubertin;66366;Salle de Sports A;Non;Oui;-2.23415000;47.27036000
44184;Saint-Nazaire;441840018;Complexe Sportif Reton;66870;Terrain de Football;Non;Oui;-2.24299000;47.26782000
44184;Saint-Nazaire;441840018;Complexe Sportif Reton;66871;Piste d'Athlétisme;Non;Oui;-2.24354000;47.26751000
44184;Saint-Nazaire;441840018;Complexe Sportif Reton;66872;Courts de Tennis;Non;Oui;-2.24383000;47.26895000
44184;Saint-Nazaire;441840018;Complexe Sportif Reton;66873;Terrain Multisports;Oui;Oui;-2.24382000;47.26805000
44184;Saint-Nazaire;441840018;Complexe Sportif Reton;66877;Gymnase;Oui;Oui;-2.24470000;47.26789000
44184;Saint-Nazaire;441840018;Complexe Sportif Reton;66878;Salle de Tennis de Table;Oui;Oui;-2.24470000;47.26789000
44184;Saint-Nazaire;441840006;Complexe Marc Garnier;67324;Terrain Multisports Marc Garnier;Oui;Oui;-2.18889000;47.29459000
44184;Saint-Nazaire;441840020;Gymnase Gambetta;67617;Gymnase Gambetta;Non;Oui;-2.21368000;47.28511000
44184;Saint-Nazaire;441840005;Villes Martin;67678;Base Nautique de Villès-Martin;Non;Oui;-2.23103000;47.25628000
44184;Saint-Nazaire;441840012;Complexe Sportif de l'Immaculee;68714;Terrain de Football B;Non;Oui;-2.25779000;47.28532000
44184;Saint-Nazaire;441840012;Complexe Sportif de l'Immaculee;68716;Terrain de Football A;Non;Oui;-2.25664000;47.28471000
44184;Saint-Nazaire;441840012;Complexe Sportif de l'Immaculee;68717;Gymnase Alain le Port;Non;Oui;-2.25761000;47.28489000
44184;Saint-Nazaire;441840004;Gymnase Jules Ferry;68740;Gymnase Jules Ferry;Oui;Oui;-2.23713000;47.26634000
44184;Saint-Nazaire;441840024;Complexe Sportif Heinlex;69053;Salle de Tennis de Table;Non;Oui;-2.26343000;47.26274000
44184;Saint-Nazaire;441840024;Complexe Sportif Heinlex;69054;Stade d'Athlétisme;Non;Oui;-2.26144000;47.26321000
44184;Saint-Nazaire;441840024;Complexe Sportif Heinlex;69055;Terrain de Football A;Non;Oui;-2.26144000;47.26321000
44184;Saint-Nazaire;441840024;Complexe Sportif Heinlex;69056;Gymnase d'Heinlex;Non;Oui;-2.26283000;47.26268000
44184;Saint-Nazaire;441840024;Complexe Sportif Heinlex;69057;Terrain de Football B;Non;Oui;-2.26325000;47.26177000
44184;Saint-Nazaire;441840013;Le Bois Joalland;69092;Base Nautique;Non;Oui;-2.25586000;47.27634000
44184;Saint-Nazaire;441840001;Complexe Sportif Leo Lagrange;69200;Salle de Karaté ( Salle N° 4 );Non;Oui;-2.23103000;47.27334000
44184;Saint-Nazaire;441840001;Complexe Sportif Leo Lagrange;69201;Gymnase;Non;Oui;-2.23067000;47.27383000
44184;Saint-Nazaire;441840001;Complexe Sportif Leo Lagrange;69202;Salle de Step;Non;Oui;-2.23128000;47.27309000
44184;Saint-Nazaire;441840001;Complexe Sportif Leo Lagrange;69206;Salle de Judo / Dojo;Non;Oui;-2.23098000;47.27335000
44184;Saint-Nazaire;441840002;Gymnase Ferdinand Buisson;70090;Gymnase Ferdinand Buisson;Oui;Oui;-2.25560000;47.25659000
44184;Saint-Nazaire;441840010;Complexe Sportif de Porce;70546;Crapa - Parcours Sportif du Bois de Porcé;Oui;Oui;-2.25779000;47.25428000
44184;Saint-Nazaire;441840010;Complexe Sportif de Porce;70547;Salle de Boxe;Oui;Oui;-2.25587000;47.25419000
44184;Saint-Nazaire;441840010;Complexe Sportif de Porce;70548;Salle de Judo;Oui;Oui;-2.25622000;47.25405000
44184;Saint-Nazaire;441840010;Complexe Sportif de Porce;70549;Gymnase;Non;Oui;-2.25609000;47.25405000
44184;Saint-Nazaire;441840010;Complexe Sportif de Porce;70550;Salle de Gym;Oui;Oui;-2.25587000;47.25419000
44184;Saint-Nazaire;441840010;Complexe Sportif de Porce;70551;Courts de Tennis de Porcé;Non;Oui;-2.25555000;47.25372000
44184;Saint-Nazaire;441840021;Complexe Sportif de la Berthauderie;70925;Plateau Sportif;Non;Oui;-2.22509000;47.28732000
44184;Saint-Nazaire;441840021;Complexe Sportif de la Berthauderie;70927;Gymnase;Oui;Oui;-2.22501000;47.28794000
44184;Saint-Nazaire;441840025;Gymnase de la Bouletterie;71819;Gymnase de la Bouletterie;Non;Oui;-2.25806000;47.25955000
44184;Saint-Nazaire;441840023;Complexe Sportif Saint Marc;71822;Salle Polyvalente;Non;Oui;-2.28068000;47.24124000
44184;Saint-Nazaire;441840023;Complexe Sportif Saint Marc;71823;Gymnase;Non;Oui;-2.28092000;47.24134000
44184;Saint-Nazaire;441840007;Complexe Sportif Leon Blum;72103;Gymnase Léon Blum;Non;Oui;-2.25010000;47.26382000
44184;Saint-Nazaire;441840009;Complexe Sportif de la Soucoupe;72215;Skate Park;Oui;Oui;-2.22900000;47.27078000
44184;Saint-Nazaire;441840009;Complexe Sportif de la Soucoupe;72216;Salle de Tennis de Table;Non;Oui;-2.22936000;47.27126000
44184;Saint-Nazaire;441840022;Gymnase Carnot;72664;Gymnase Carnot;Oui;Oui;-2.20861000;47.27196000
44184;Saint-Nazaire;441840026;Quality Suites;136282;Piscine;Non;Oui;-2.20974000;47.28271000
44184;Saint-Nazaire;441840026;Quality Suites;136288;Salle de Fitness;Non;Oui;-2.20974000;47.28271000
44184;Saint-Nazaire;441840027;Aquilon;136664;Piscine;Non;Oui;-2.26818000;47.25762000
44184;Saint-Nazaire;441840028;College Lycee Saint Louis;138161;Piste d'Athlétisme;Non;Oui;-2.21823000;47.26825000
44184;Saint-Nazaire;441840028;College Lycee Saint Louis;138168;Aire de Lancer;Non;Oui;-2.21842000;47.26843000
44184;Saint-Nazaire;441840028;College Lycee Saint Louis;138177;Aire de Saut en Longueur;Non;Oui;-2.21843000;47.26838000
44184;Saint-Nazaire;441840028;College Lycee Saint Louis;138188;Terrains de Handball;Non;Oui;-2.21994000;47.26845000
44184;Saint-Nazaire;441840028;College Lycee Saint Louis;138245;Terrains de Basket;Non;Oui;-2.22005000;47.26881000
44184;Saint-Nazaire;441840028;College Lycee Saint Louis;138260;Salle de Tennis de Table;Non;Oui;-2.21887000;47.26897000
44184;Saint-Nazaire;441840028;College Lycee Saint Louis;138267;Terrain de Football;Non;Oui;-2.21951000;47.26892000
44184;Saint-Nazaire;441840028;College Lycee Saint Louis;138277;Aire de Saut en Hauteur;Non;Oui;-2.21847000;47.26859000
44184;Saint-Nazaire;441840029;Gymnase Sainte Therese;138555;Salle de Gymnastique;Non;Oui;-2.20945000;47.27877000
44184;Saint-Nazaire;441840029;Gymnase Sainte Therese;138583;Gymnase;Non;Oui;-2.20899000;47.27876000
44184;Saint-Nazaire;441840030;Equilibre;138607;Salle de Cours;Oui;Oui;-2.21917000;47.27979000
44184;Saint-Nazaire;441840031;Sport Club Oceanis;182079;Salles de Squash;Non;Oui;-2.27091000;47.25970000
44184;Saint-Nazaire;441840031;Sport Club Oceanis;182092;Salle de Cours Fitness;Non;Oui;-2.27091000;47.25970000
44184;Saint-Nazaire;441840031;Sport Club Oceanis;182102;Salle de Cardio Training;Non;Oui;-2.27091000;47.25970000
44184;Saint-Nazaire;441840031;Sport Club Oceanis;182111;Espace Musculation;Non;Oui;-2.27091000;47.25970000
44184;Saint-Nazaire;441840031;Sport Club Oceanis;182138;Piscine;Non;Oui;-2.27091000;47.25970000
44184;Saint-Nazaire;441840032;Poney Club des Landes de Cuneix;182165;Manège 30*20;Non;Oui;-2.24735000;47.30708000
44184;Saint-Nazaire;441840032;Poney Club des Landes de Cuneix;182173;Grande Carrière;Non;Oui;-2.24722000;47.30742000
44184;Saint-Nazaire;441840032;Poney Club des Landes de Cuneix;182177;Petit Manège;Non;Oui;-2.24724000;47.30700000
44184;Saint-Nazaire;441840032;Poney Club des Landes de Cuneix;182181;Grand Manège;Non;Oui;-2.24761000;47.30702000
44184;Saint-Nazaire;441840033;Centre Equestre du Sabot d'Or;182402;Carriere 80*60;Non;Oui;-2.25556000;47.31547000
44184;Saint-Nazaire;441840033;Centre Equestre du Sabot d'Or;182415;Carrière;Non;Oui;-2.25714000;47.31593000
44184;Saint-Nazaire;441840033;Centre Equestre du Sabot d'Or;182428;Manège du Poney-Club du Sabot d'Or;Non;Oui;-2.25785000;47.31600000
44184;Saint-Nazaire;441840033;Centre Equestre du Sabot d'Or;182437;Manège;Non;Oui;-2.25782000;47.31561000
44184;Saint-Nazaire;441840008;Stade Leo Lagrange;191671;Plateau de Basket-Ball;Oui;Oui;-2.22999000;47.27074000
44184;Saint-Nazaire;441840008;Stade Leo Lagrange;191712;Terrain de Football d'Honneur - Terrain A;Non;Oui;-2.23055000;47.26975000
44184;Saint-Nazaire;441840008;Stade Leo Lagrange;191720;Terrain de Football B;Non;Oui;-2.23229000;47.26919000
44184;Saint-Nazaire;441840008;Stade Leo Lagrange;191728;Terrain de Football C;Non;Oui;-2.22943000;47.27006000
44184;Saint-Nazaire;441840001;Complexe Sportif Leo Lagrange;191783;Salle de Musculation Snos;Non;Oui;-2.23095000;47.27343000
44184;Saint-Nazaire;441840009;Complexe Sportif de la Soucoupe;191804;Salle de Sports la Soucoupe;Non;Oui;-2.22936000;47.27126000
44184;Saint-Nazaire;441840009;Complexe Sportif de la Soucoupe;191827;Salle de Sports (Sous-Sol);Non;Oui;-2.22936000;47.27126000
44184;Saint-Nazaire;441840006;Complexe Marc Garnier;192412;Gymnase Marc Garnier;Non;Oui;-2.18921000;47.29449000
44184;Saint-Nazaire;441840006;Complexe Marc Garnier;192434;Salle Polyvalente;Oui;Oui;-2.18941000;47.29469000
44184;Saint-Nazaire;441840020;Gymnase Gambetta;193462;Mur de Frappe;Oui;Oui;-2.21382000;47.28500000
44184;Saint-Nazaire;441840022;Gymnase Carnot;193481;Terrain Multisports;Non;Oui;-2.20897000;47.27193000
44184;Saint-Nazaire;441840002;Gymnase Ferdinand Buisson;193555;Terrain Multisports;Oui;Oui;-2.25545000;47.25634000
44184;Saint-Nazaire;441840007;Complexe Sportif Leon Blum;193661;Terrain de Handball;Non;Oui;-2.24976000;47.26348000
44184;Saint-Nazaire;441840034;Complexe du Pre Hembert Rugby;193796;Terrain d'Honneur;Non;Oui;-2.26143000;47.26643000
44184;Saint-Nazaire;441840034;Complexe du Pre Hembert Rugby;193815;Terrain de Rugby Synthétique;Non;Oui;-2.26346000;47.26551000
44184;Saint-Nazaire;441840034;Complexe du Pre Hembert Rugby;193824;Terrains d'Entrainement;Non;Oui;-2.26495000;47.26594000
44184;Saint-Nazaire;441840035;Installations du Quartier Prézégat;194980;Terrain de Football;Non;Oui;-2.22056000;47.29158000
44184;Saint-Nazaire;441840035;Installations du Quartier Prézégat;194983;Terrain de Basket;Non;Oui;-2.22158000;47.29116000
44184;Saint-Nazaire;441840035;Installations du Quartier Prézégat;194985;Piste de Bicross;Oui;Oui;-2.22179000;47.29190000
44184;Saint-Nazaire;441840036;Bois d'Avalix;194991;Structure d'Escalade;Oui;Oui;-2.24113000;47.27357000
44184;Saint-Nazaire;441840036;Bois d'Avalix;194997;Terrain Multisports;Oui;Oui;-2.24090000;47.27325000
44184;Saint-Nazaire;441840037;Groupe Scolaire Pierre Brossolette;195004;Terrain Multisports;Non;Oui;-2.23208000;47.28380000
44184;Saint-Nazaire;441840038;Groupe Scolaire Pierre et Marie Curie;195032;Gymnase Pierre et Marie Curie;Non;Oui;-2.22512000;47.26932000
44184;Saint-Nazaire;441840038;Groupe Scolaire Pierre et Marie Curie;195036;Terrain Multisports;Non;Oui;-2.22480000;47.26932000
44184;Saint-Nazaire;441840039;Groupe Scolaire Victor Hugo;195048;Gymnase Victor Hugo;Non;Oui;-2.23002000;47.27838000
44184;Saint-Nazaire;441840039;Groupe Scolaire Victor Hugo;195054;Terrain Multisports;Non;Oui;-2.22991000;47.27859000
44184;Saint-Nazaire;441840040;Groupe Scolaire Jean Jaures;195094;Terrains de Basket;Non;Oui;-2.21665000;47.27666000
44184;Saint-Nazaire;441840041;Groupe Scolaire Jean Zay;195113;Terrain de Basket;Non;Oui;-2.23797000;47.25826000
44184;Saint-Nazaire;441840041;Groupe Scolaire Jean Zay;195119;Terrain de Volley;Oui;Oui;-2.23777000;47.25851000
44184;Saint-Nazaire;441840041;Groupe Scolaire Jean Zay;195126;Terrain de Handball;Non;Oui;-2.21665000;47.27666000
44184;Saint-Nazaire;441840042;Groupe Scolaire Lamartine;195144;Terrain Multisports;Non;Oui;-2.20805000;47.28186000
44184;Saint-Nazaire;441840043;Groupe Scolaire Ernest Renand;195155;Gymnase Ernest Renan;Non;Oui;-2.18616000;47.29949000
44184;Saint-Nazaire;441840043;Groupe Scolaire Ernest Renand;195164;Terrain de Football;Non;Non;-2.18569000;47.29943000
44184;Saint-Nazaire;441840044;Circuits de Randonnee;195233;Circuit des Etangs (Circuit N°1);Oui;Oui;-2.25973000;47.27987000
44184;Saint-Nazaire;441840044;Circuits de Randonnee;195242;Circuit des Iles;Oui;Oui;-2.25988000;47.31513000
44184;Saint-Nazaire;441840044;Circuits de Randonnee;195249;Circuit Sur les Traces de M. Hulot;Oui;Oui;-2.28034000;47.23814000
44184;Saint-Nazaire;441840044;Circuits de Randonnee;195265;Circuit des Landettes;Oui;Oui;-2.22892000;47.27099000
44184;Saint-Nazaire;441840044;Circuits de Randonnee;195273;Circuit de la Mer à la Brière;Oui;Oui;-2.25392000;47.25347000
44184;Saint-Nazaire;441840044;Circuits de Randonnee;195281;Circuit du Point du Jour (Circuit N°3);Oui;Oui;-2.25951000;47.29099000
44184;Saint-Nazaire;441840044;Circuits de Randonnee;195295;Circuit du Tumulus (Circuit N°2 );Oui;Oui;-2.27791000;47.27107000
44184;Saint-Nazaire;441840046;Piscine Leo Lagrange;202355;Grand Bassin;Non;Oui;-2.23200541;47.27231983
44184;Saint-Nazaire;441840046;Piscine Leo Lagrange;202405;Petit Bassin;Non;Oui;-2.23178355;47.27267017
44184;Saint-Nazaire;441840046;Piscine Leo Lagrange;202499;Fosse à Plongeon;Non;Oui;-2.23182270;47.27211321
44184;Saint-Nazaire;441840047;Piscine de la Bouletterie;202537;Bassin Sportif;Non;Oui;-2.25806290;47.25956525
44184;Saint-Nazaire;441840047;Piscine de la Bouletterie;202549;Bassin Ludique;Non;Oui;-2.25835000;47.25970000
44184;Saint-Nazaire;441840049;Bowling de St Nazaire;209269;Salle de Bowling;Non;Oui;-2.26716000;47.25542000
44184;Saint-Nazaire;441840049;Bowling de St Nazaire;209285;Salle de Billard;Non;Oui;-2.26713000;47.25539000
44184;Saint-Nazaire;441840044;Circuits de Randonnee;219912;Circuit de l'Etang du Bois Joalland;Oui;Oui;-2.25990000;47.27980000
44184;Saint-Nazaire;441840021;Complexe Sportif de la Berthauderie;254155;City-Stade;Oui;Oui;-2.22601000;47.28651000
44184;Saint-Nazaire;441840005;Villes Martin;255735;Plage de Villès Martin;Non;Oui;-2.22698000;47.25740000
44184;Saint-Nazaire;441840011;Gymnase de Kerlede;255776;Salle Paul Lièvre;Oui;Oui;-2.23264000;47.25951000
44184;Saint-Nazaire;441840013;Le Bois Joalland;256022;Jardin d'Arc;Non;Oui;-2.24955000;47.27505000
44184;Saint-Nazaire;441840016;Stand de Tir des Quebrais;256141;Stand de Tir des Québrais;Non;Oui;-2.24834000;47.28492000
44184;Saint-Nazaire;441840048;Etangs de Guindreff;257281;Etangs de Guindreff;Oui;Oui;-2.24186000;47.28724000
44184;Saint-Nazaire;441840051;Port Desire;260443;Port Désiré;Oui;Oui;-2.22132000;47.26096000
44184;Saint-Nazaire;441840052;Le Petit Gavy;260490;Port Gavy;Oui;Oui;-2.25760000;47.24877000
44184;Saint-Nazaire;441840054;Prou Pascal Gym Douce;267152;Salle de Cours;Oui;Oui;-2.20995000;47.28100000
44184;Saint-Nazaire;441840055;Asptt Saint Nazaire;270071;Gymnase Asptt;Non;Oui;-2.23885000;47.27600000
44184;Saint-Nazaire;441840055;Asptt Saint Nazaire;270081;Court de Tennis;Oui;Oui;-2.23881000;47.27630000
44184;Saint-Nazaire;441840056;Complexe du Pre Hembert Football;274524;Terrain Synthétique;Non;Oui;-2.26559000;47.26458000
44184;Saint-Nazaire;441840056;Complexe du Pre Hembert Football;274525;Terrain d'Entraînement Gazon;Non;Oui;-2.26585000;47.26355000
44184;Saint-Nazaire;441840001;Complexe Sportif Leo Lagrange;274526;Salle de Musculation Cep;Non;Oui;-2.23092000;47.27355000
44184;Saint-Nazaire;441840021;Complexe Sportif de la Berthauderie;278058;Mur d'Escalade;Oui;Oui;-2.22478000;47.28793000
44184;Saint-Nazaire;441840038;Groupe Scolaire Pierre et Marie Curie;278064;Mur d'Escalade;Non;Oui;-2.22503000;47.26934000
44184;Saint-Nazaire;441840057;Site de Plongee Epave Antonos Stratos;279318;Epave Antonos Stratos;Oui;Oui;-2.60405000;47.08397000
44184;Saint-Nazaire;441840059;Vital Fitness;282093;Salle de Fitness;Oui;Oui;-2.25801000;47.28922000
44184;Saint-Nazaire;441840059;Vital Fitness;283013;Salle de Musculation;Oui;Oui;-2.25801000;47.28922000
44184;Saint-Nazaire;441840013;Le Bois Joalland;287864;Terrain de Bicross;Oui;Oui;-2.25086000;47.27307000
44184;Saint-Nazaire;441840060;Femmes en Forme;295699;Salle d'Activités;Non;Oui;-2.21703000;47.27786000
44184;Saint-Nazaire;441840061;Urban Gym;326613;Urban Gym;Non;Oui;-2.21013000;47.27753000
44184;Saint-Nazaire;441840007;Complexe Sportif Leon Blum;328693;Aire de Saut en Longueur;Non;Oui;-2.24975000;47.26365000
44184;Saint-Nazaire;441840062;Installations du Quartier de la Trébale;328694;Terrain de Football;Oui;Oui;-2.24608000;47.26416000
44184;Saint-Nazaire;441840062;Installations du Quartier de la Trébale;328695;Boulodrome ( Square Marcel Pagnol );Non;Non;-2.24391000;47.26462000
44184;Saint-Nazaire;441840063;Installations du Quartier de la Bouletterie;328696;Terrain de Basket;Non;Oui;-2.26048000;47.26097000
44184;Saint-Nazaire;441840063;Installations du Quartier de la Bouletterie;328697;Terrain de Football;Non;Oui;-2.26249000;47.26055000
44184;Saint-Nazaire;441840063;Installations du Quartier de la Bouletterie;328698;Terrain Multisport;Oui;Oui;-2.26210000;47.26081000
44184;Saint-Nazaire;441840021;Complexe Sportif de la Berthauderie;328700;Aire de Saut en Longueur;Non;Oui;-2.22482000;47.28719000
44184;Saint-Nazaire;441840021;Complexe Sportif de la Berthauderie;328701;Piste;Non;Oui;-2.22560000;47.28758000
44184;Saint-Nazaire;441840063;Installations du Quartier de la Bouletterie;328702;Poste de Musculation;Non;Oui;-2.26219000;47.26089000
44184;Saint-Nazaire;441840018;Complexe Sportif Reton;328703;Aire de Saut en Longueur;Non;Oui;-2.24303000;47.26748000
44184;Saint-Nazaire;441840064;Boulodrome de St Marc;328704;Boulodrome de St Marc;Oui;Oui;-2.27818000;47.24363000
44184;Saint-Nazaire;441840065;Installations du Quartier de la Chesnaie;328705;Terrain de Basket du Clos des Sapins;Non;Oui;-2.25592000;47.26538000
44184;Saint-Nazaire;441840065;Installations du Quartier de la Chesnaie;328706;City-Stade de la Rue des Ajoncs;Oui;Oui;-2.24879000;47.26805000
44184;Saint-Nazaire;441840062;Installations du Quartier de la Trébale;328827;Terrain de Basket;Oui;Oui;-2.24800000;47.26403000
44184;Saint-Nazaire;441840066;Terrain Robespierre (La Berthauderie );328830;Terrain de Football Robespierre;Oui;Oui;-2.22148000;47.28627000
44184;Saint-Nazaire;441840013;Le Bois Joalland;328833;Base Jean Beauvilain (Snos Aviron);Non;Oui;-2.25941000;47.27790000
44184;Saint-Nazaire;441840013;Le Bois Joalland;328835;Base Snos Voile;Oui;Oui;-2.25884000;47.27749000
44184;Saint-Nazaire;441840067;Installations du Quartier Petit Caporal;328836;Terrain de Basket;Oui;Oui;-2.23385000;47.28263000
44184;Saint-Nazaire;441840067;Installations du Quartier Petit Caporal;328838;Terrain de Football;Oui;Oui;-2.23223000;47.28256000
44184;Saint-Nazaire;441840068;Espace Sportif Alexandre Guyodo;328840;Espace Sportif Alexandre Guyodo;Non;Oui;-2.23369000;47.28386000
44184;Saint-Nazaire;441840011;Gymnase de Kerlede;328842;Salle Louis Lefort;Oui;Oui;-2.23305000;47.25940000
44184;Saint-Nazaire;441840069;Ecole Michelet;328853;Terrain de Basket;Non;Oui;-2.23394000;47.25992000
44184;Saint-Nazaire;441840038;Groupe Scolaire Pierre et Marie Curie;328854;Terrain de Handball;Non;Oui;-2.22431000;47.26969000
44184;Saint-Nazaire;441840010;Complexe Sportif de Porce;328866;Parc de Remise en Forme;Oui;Oui;-2.25713000;47.25403000
44184;Saint-Nazaire;441840028;College Lycee Saint Louis;328870;Gymnase;Non;Oui;-2.21909000;47.26923000
44184;Saint-Nazaire;441840028;College Lycee Saint Louis;328871;Mur d'Escalade;Non;Oui;-2.21902000;47.26915000
44184;Saint-Nazaire;441840028;College Lycee Saint Louis;328872;Salle Danse Musculation;Non;Oui;-2.21893000;47.26926000
44184;Saint-Nazaire;441840028;College Lycee Saint Louis;328873;Salle Accrosport / Combat;Non;Oui;-2.21886000;47.26918000
44184;Saint-Nazaire;441840070;Lycee Aristide Briant;328876;Plateau Sportif;Non;Oui;-2.23096000;47.27504000
44184;Saint-Nazaire;441840070;Lycee Aristide Briant;328877;Aire de Saut en Longueur;Non;Oui;-2.23045000;47.27549000
44184;Saint-Nazaire;441840071;Lycee Hôtelier Sainte Anne;328878;Plateau Sportif;Non;Oui;-2.23412000;47.27582000
44184;Saint-Nazaire;441840072;Parc Paysager;328879;Boulodrome Léo Lagrange;Non;Oui;-2.22764000;47.27082000
44184;Saint-Nazaire;441840072;Parc Paysager;328881;Lac du Parc Paysager;Oui;Oui;-2.22625000;47.27312000
44184;Saint-Nazaire;441840072;Parc Paysager;328882;Aire de Football;Non;Oui;-2.22774000;47.27194000
44184;Saint-Nazaire;441840073;Tennis Coubertin;328884;Courts de Tennis Couverts;Non;Oui;-2.22869000;47.27397000
44184;Saint-Nazaire;441840073;Tennis Coubertin;328886;Courts de Tennis Extérieurs;Non;Oui;-2.22919000;47.27464000
44184;Saint-Nazaire;441840073;Tennis Coubertin;328888;Mur de Frappe;Non;Oui;-2.23027000;47.27427000
44184;Saint-Nazaire;441840074;Ecole Jules Ferry ( Primaire );328893;Salle Polyvalente;Non;Oui;-2.23648000;47.26616000
